Month,Day,Year,AverageTemperature,AverageTemperatureUncertainty,Country
3,1,1984,7.647,0.237,Spain
8,1,1984,21.758,0.237,Spain
9,1,1971,19.62,0.237,Spain
6,1,2006,21.547,0.237,Spain
9,1,1971,19.62,0.237,Spain
6,1,1974,19.188,0.237,Spain
6,1,1977,17.114,0.237,Spain
7,1,1979,22.952,0.237,Spain
3,1,1984,7.647,0.237,Spain
8,1,1984,21.758,0.237,Spain
6,1,2006,21.547,0.237,Spain
12,1,1983,7.258,0.236,Spain
5,1,1997,16.348,0.236,Spain
4,1,1998,11.126,0.236,Spain
12,1,1983,7.258,0.236,Spain
5,1,1997,16.348,0.236,Spain
4,1,1998,11.126,0.236,Spain
6,1,1998,20.591,0.235,Spain
12,1,2012,7.681,0.235,Spain
6,1,1998,20.591,0.235,Spain
12,1,2012,7.681,0.235,Spain
2,1,1979,8.106,0.234,Spain
4,1,1981,11.351,0.234,Spain
3,1,1998,12.032,0.234,Spain
2,1,2006,6.431,0.234,Spain
2,1,1979,8.106,0.234,Spain
4,1,1981,11.351,0.234,Spain
3,1,1998,12.032,0.234,Spain
2,1,2006,6.431,0.234,Spain
5,1,1985,13.942,0.233,Spain
10,1,1985,16.342,0.233,Spain
3,1,1992,10.254,0.233,Spain
5,1,1985,13.942,0.233,Spain
10,1,1985,16.342,0.233,Spain
3,1,1992,10.254,0.233,Spain
1,1,1979,7.388,0.232,Spain
8,1,2004,23.388,0.232,Spain
1,1,1979,7.388,0.232,Spain
8,1,2004,23.388,0.232,Spain
10,1,1973,13.651,0.231,Spain
11,1,1970,11.854,0.231,Spain
3,1,2005,10.18,0.231,Spain
11,1,1970,11.854,0.231,Spain
10,1,1973,13.651,0.231,Spain
3,1,2005,10.18,0.231,Spain
5,1,2012,17.767,0.23,Spain
5,1,2012,17.767,0.23,Spain
1,1,1991,5.841,0.229,Spain
12,1,1994,7.869,0.229,Spain
9,1,2006,20.992,0.229,Spain
4,1,2007,12.799,0.229,Spain
2,1,2009,7.576,0.229,Spain
1,1,1991,5.841,0.229,Spain
12,1,1994,7.869,0.229,Spain
9,1,2006,20.992,0.229,Spain
4,1,2007,12.799,0.229,Spain
2,1,2009,7.576,0.229,Spain
11,1,1994,11.677,0.228,Spain
6,1,1996,21.037,0.228,Spain
10,1,2005,15.743,0.228,Spain
11,1,1994,11.677,0.228,Spain
6,1,1996,21.037,0.228,Spain
10,1,2005,15.743,0.228,Spain
10,1,1975,14.953,0.227,Spain
2,1,1971,7.512,0.227,Spain
1,1,1995,7.174,0.227,Spain
2,1,2007,9.428,0.227,Spain
11,1,2007,9.222,0.227,Spain
2,1,1971,7.512,0.227,Spain
10,1,1975,14.953,0.227,Spain
1,1,1995,7.174,0.227,Spain
2,1,2007,9.428,0.227,Spain
11,1,2007,9.222,0.227,Spain
8,1,1980,23.622,0.226,Spain
6,1,1983,20.584,0.226,Spain
8,1,1999,23.626,0.226,Spain
7,1,2001,22.565,0.226,Spain
8,1,1980,23.622,0.226,Spain
6,1,1983,20.584,0.226,Spain
8,1,1999,23.626,0.226,Spain
7,1,2001,22.565,0.226,Spain
2,1,1994,7.729,0.225,Spain
8,1,1996,22.067,0.225,Spain
2,1,2005,5.012,0.225,Spain
8,1,2011,24.115,0.225,Spain
2,1,1994,7.729,0.225,Spain
8,1,1996,22.067,0.225,Spain
2,1,2005,5.012,0.225,Spain
8,1,2011,24.115,0.225,Spain
2,1,1991,6.258,0.224,Spain
12,1,1995,8.636,0.224,Spain
2,1,1991,6.258,0.224,Spain
12,1,1995,8.636,0.224,Spain
4,1,1978,10.508,0.223,Spain
6,1,1971,17.516,0.223,Spain
6,1,1971,17.516,0.223,Spain
4,1,1978,10.508,0.223,Spain
4,1,1977,12.273,0.222,Spain
3,1,1979,8.951,0.222,Spain
11,1,1981,11.655,0.222,Spain
3,1,1982,9.884,0.222,Spain
11,1,2000,9.553,0.222,Spain
4,1,1977,12.273,0.222,Spain
3,1,1979,8.951,0.222,Spain
11,1,1981,11.655,0.222,Spain
3,1,1982,9.884,0.222,Spain
11,1,2000,9.553,0.222,Spain
4,1,2020,12.582,0.222,Spain
12,1,1984,7.154,0.221,Spain
12,1,1984,7.154,0.221,Spain
2,1,1986,6.609,0.22,Spain
1,1,1971,5.392,0.22,Spain
2,1,1997,10.06,0.22,Spain
1,1,1971,5.392,0.22,Spain
2,1,1986,6.609,0.22,Spain
2,1,1997,10.06,0.22,Spain
4,1,2025,11.136,0.22,Spain
2,1,1990,10.809,0.219,Spain
3,1,2009,10.962,0.219,Spain
2,1,1990,10.809,0.219,Spain
3,1,2009,10.962,0.219,Spain
8,1,1970,22.126,0.218,Spain
2,1,2004,7.663,0.218,Spain
12,1,2009,7.187,0.218,Spain
8,1,1970,22.126,0.218,Spain
2,1,2004,7.663,0.218,Spain
12,1,2009,7.187,0.218,Spain
9,1,1974,18.429,0.217,Spain
12,1,2000,8.709,0.217,Spain
4,1,2002,12.516,0.217,Spain
9,1,1974,18.429,0.217,Spain
12,1,2000,8.709,0.217,Spain
4,1,2002,12.516,0.217,Spain
2,1,1972,7.299,0.216,Spain
12,1,1993,7.633,0.216,Spain
4,1,1999,12.859,0.216,Spain
2,1,1972,7.299,0.216,Spain
12,1,1993,7.633,0.216,Spain
4,1,1999,12.859,0.216,Spain
1,1,1974,7.493,0.215,Spain
2,1,1987,7.473,0.215,Spain
1,1,1999,6.41,0.215,Spain
4,1,2009,11.538,0.215,Spain
3,1,2010,9.435,0.215,Spain
1,1,1974,7.493,0.215,Spain
2,1,1987,7.473,0.215,Spain
1,1,1999,6.41,0.215,Spain
4,1,2009,11.538,0.215,Spain
3,1,2010,9.435,0.215,Spain
3,1,1978,10.119,0.214,Spain
5,1,2004,14.856,0.214,Spain
3,1,1978,10.119,0.214,Spain
5,1,2004,14.856,0.214,Spain
11,1,1989,11.869,0.213,Spain
8,1,1972,20.943,0.213,Spain
12,1,1998,6.068,0.213,Spain
12,1,2006,6.553,0.213,Spain
8,1,1972,20.943,0.213,Spain
11,1,1989,11.869,0.213,Spain
12,1,1998,6.068,0.213,Spain
12,1,2006,6.553,0.213,Spain
1,1,2027,6.082,0.213,Spain
5,1,2011,18.121,0.212,Spain
5,1,2011,18.121,0.212,Spain
12,1,2025,7.508,0.212,Spain
4,1,1986,8.86,0.211,Spain
7,1,1987,22.661,0.211,Spain
10,1,1989,16.148,0.211,Spain
3,1,1995,10.53,0.211,Spain
6,1,1999,20.581,0.211,Spain
4,1,1986,8.86,0.211,Spain
7,1,1987,22.661,0.211,Spain
10,1,1989,16.148,0.211,Spain
3,1,1995,10.53,0.211,Spain
6,1,1999,20.581,0.211,Spain
2,1,1978,8.679,0.21,Spain
10,1,1990,14.985,0.21,Spain
10,1,1995,17.126,0.21,Spain
7,1,1999,23.979,0.21,Spain
2,1,2002,9.009,0.21,Spain
9,1,2009,20.212,0.21,Spain
2,1,1978,8.679,0.21,Spain
10,1,1990,14.985,0.21,Spain
10,1,1995,17.126,0.21,Spain
7,1,1999,23.979,0.21,Spain
2,1,2002,9.009,0.21,Spain
9,1,2009,20.212,0.21,Spain
1,1,2028,5.823,0.21,Spain
10,1,1978,14.429,0.209,Spain
7,1,1989,24.856,0.209,Spain
6,1,1994,20.549,0.209,Spain
10,1,1978,14.429,0.209,Spain
7,1,1989,24.856,0.209,Spain
6,1,1994,20.549,0.209,Spain
2,1,2001,8.301,0.208,Spain
2,1,2001,8.301,0.208,Spain
7,1,1988,22.518,0.207,Spain
6,1,1989,20.679,0.207,Spain
3,1,1991,10.531,0.207,Spain
3,1,2002,11.222,0.207,Spain
7,1,1988,22.518,0.207,Spain
6,1,1989,20.679,0.207,Spain
3,1,1991,10.531,0.207,Spain
3,1,2002,11.222,0.207,Spain
10,1,2028,14.541,0.207,Spain
8,1,1992,23.637,0.206,Spain
4,1,1972,11.102,0.206,Spain
10,1,2002,15.351,0.206,Spain
8,1,2006,22.966,0.206,Spain
12,1,2008,6.139,0.206,Spain
4,1,1972,11.102,0.206,Spain
8,1,1992,23.637,0.206,Spain
10,1,2002,15.351,0.206,Spain
8,1,2006,22.966,0.206,Spain
12,1,2008,6.139,0.206,Spain
3,1,1977,10.594,0.205,Spain
12,1,1996,7.719,0.205,Spain
3,1,1977,10.594,0.205,Spain
12,1,1996,7.719,0.205,Spain
5,1,1991,14.723,0.204,Spain
12,1,1972,6.518,0.204,Spain
6,1,2001,21.609,0.204,Spain
12,1,1972,6.518,0.204,Spain
5,1,1991,14.723,0.204,Spain
6,1,2001,21.609,0.204,Spain
3,1,1980,9.6,0.203,Spain
11,1,1997,10.988,0.203,Spain
5,1,2013,14.204,0.203,Spain
3,1,1980,9.6,0.203,Spain
11,1,1997,10.988,0.203,Spain
5,1,2013,14.204,0.203,Spain
5,1,2023,15.161,0.203,Spain
1,1,2026,7.154,0.203,Spain
6,1,1979,20.075,0.202,Spain
6,1,1984,18.638,0.202,Spain
7,1,1970,23.014,0.202,Spain
4,1,1996,12.802,0.202,Spain
8,1,1997,23.305,0.202,Spain
12,1,2002,9.129,0.202,Spain
7,1,1970,23.014,0.202,Spain
6,1,1979,20.075,0.202,Spain
6,1,1984,18.638,0.202,Spain
4,1,1996,12.802,0.202,Spain
8,1,1997,23.305,0.202,Spain
12,1,2002,9.129,0.202,Spain
2,1,1977,8.938,0.201,Spain
5,1,2005,17.485,0.201,Spain
5,1,2008,15.429,0.201,Spain
2,1,1977,8.938,0.201,Spain
5,1,2005,17.485,0.201,Spain
5,1,2008,15.429,0.201,Spain
2,1,1976,7.812,0.2,Spain
8,1,1988,23.31,0.2,Spain
6,1,2002,20.953,0.2,Spain
2,1,1976,7.812,0.2,Spain
8,1,1988,23.31,0.2,Spain
6,1,2002,20.953,0.2,Spain
12,1,1977,8.837,0.199,Spain
5,1,1983,13.952,0.199,Spain
8,1,1985,22.637,0.199,Spain
11,1,1987,9.938,0.199,Spain
9,1,1998,20.003,0.199,Spain
2,1,2000,9.874,0.199,Spain
5,1,2000,17.044,0.199,Spain
3,1,2008,10.26,0.199,Spain
12,1,1977,8.837,0.199,Spain
5,1,1983,13.952,0.199,Spain
8,1,1985,22.637,0.199,Spain
11,1,1987,9.938,0.199,Spain
9,1,1998,20.003,0.199,Spain
2,1,2000,9.874,0.199,Spain
5,1,2000,17.044,0.199,Spain
3,1,2008,10.26,0.199,Spain
12,1,1987,8.601,0.198,Spain
5,1,1970,15.224,0.198,Spain
2,1,1973,6.316,0.198,Spain
1,1,2006,5.254,0.198,Spain
5,1,1970,15.224,0.198,Spain
2,1,1973,6.316,0.198,Spain
12,1,1987,8.601,0.198,Spain
1,1,2006,5.254,0.198,Spain
7,1,2005,24.111,0.197,Spain
7,1,2005,24.111,0.197,Spain
7,1,1983,23.138,0.196,Spain
3,1,2003,11.571,0.196,Spain
7,1,1983,23.138,0.196,Spain
3,1,2003,11.571,0.196,Spain
11,1,1991,9.574,0.195,Spain
11,1,1991,9.574,0.195,Spain
1,1,1976,5.31,0.194,Spain
10,1,1984,14.12,0.194,Spain
5,1,1990,17.07,0.194,Spain
4,1,1991,10.917,0.194,Spain
1,1,1997,6.912,0.194,Spain
10,1,2001,16.59,0.194,Spain
1,1,1976,5.31,0.194,Spain
10,1,1984,14.12,0.194,Spain
5,1,1990,17.07,0.194,Spain
4,1,1991,10.917,0.194,Spain
1,1,1997,6.912,0.194,Spain
10,1,2001,16.59,0.194,Spain
4,1,2005,12.942,0.193,Spain
4,1,2005,12.942,0.193,Spain
12,1,1976,7.569,0.192,Spain
1,1,1977,6.313,0.192,Spain
10,1,1977,15.062,0.192,Spain
1,1,1980,6.166,0.192,Spain
3,1,1985,8.526,0.192,Spain
5,1,2002,15.104,0.192,Spain
12,1,1976,7.569,0.192,Spain
1,1,1977,6.313,0.192,Spain
10,1,1977,15.062,0.192,Spain
1,1,1980,6.166,0.192,Spain
3,1,1985,8.526,0.192,Spain
5,1,2002,15.104,0.192,Spain
5,1,1982,15.953,0.191,Spain
9,1,2002,19.171,0.191,Spain
5,1,1982,15.953,0.191,Spain
9,1,2002,19.171,0.191,Spain
7,1,1974,22.755,0.19,Spain
5,1,1978,13.821,0.19,Spain
3,1,1983,10.849,0.19,Spain
4,1,1973,11.131,0.19,Spain
1,1,2003,6.243,0.19,Spain
4,1,1973,11.131,0.19,Spain
7,1,1974,22.755,0.19,Spain
5,1,1978,13.821,0.19,Spain
3,1,1983,10.849,0.19,Spain
1,1,2003,6.243,0.19,Spain
3,1,2021,9.111,0.19,Spain
9,1,1982,19.714,0.189,Spain
7,1,1992,23.466,0.189,Spain
10,1,1970,13.755,0.189,Spain
10,1,1970,13.755,0.189,Spain
9,1,1982,19.714,0.189,Spain
7,1,1992,23.466,0.189,Spain
1,1,1993,5.925,0.188,Spain
10,1,1994,15.2,0.188,Spain
2,1,1999,7.079,0.188,Spain
10,1,1999,15.079,0.188,Spain
1,1,1993,5.925,0.188,Spain
10,1,1994,15.2,0.188,Spain
2,1,1999,7.079,0.188,Spain
10,1,1999,15.079,0.188,Spain
3,1,2006,11.077,0.187,Spain
3,1,2011,10.153,0.187,Spain
3,1,2006,11.077,0.187,Spain
3,1,2011,10.153,0.187,Spain
1,1,1985,4.057,0.186,Spain
9,1,1990,21.463,0.186,Spain
1,1,1985,4.057,0.186,Spain
9,1,1990,21.463,0.186,Spain
9,1,1980,21.265,0.185,Spain
10,1,1991,12.807,0.185,Spain
2,1,1995,9.348,0.185,Spain
9,1,1980,21.265,0.185,Spain
10,1,1991,12.807,0.185,Spain
2,1,1995,9.348,0.185,Spain
3,1,1981,11.734,0.184,Spain
8,1,2007,22.499,0.184,Spain
10,1,2008,14.396,0.184,Spain
3,1,1981,11.734,0.184,Spain
8,1,2007,22.499,0.184,Spain
10,1,2008,14.396,0.184,Spain
5,1,1975,13.581,0.183,Spain
3,1,1976,9.451,0.183,Spain
5,1,1987,15.456,0.183,Spain
2,1,1989,8.338,0.183,Spain
4,1,1989,10.512,0.183,Spain
5,1,1972,13.742,0.183,Spain
5,1,1972,13.742,0.183,Spain
5,1,1975,13.581,0.183,Spain
3,1,1976,9.451,0.183,Spain
5,1,1987,15.456,0.183,Spain
2,1,1989,8.338,0.183,Spain
4,1,1989,10.512,0.183,Spain
4,1,1983,11.295,0.182,Spain
4,1,2000,11.173,0.182,Spain
3,1,2007,9.911,0.182,Spain
4,1,1983,11.295,0.182,Spain
4,1,2000,11.173,0.182,Spain
3,1,2007,9.911,0.182,Spain
9,1,1981,19.977,0.181,Spain
11,1,2008,8.37,0.181,Spain
9,1,1981,19.977,0.181,Spain
11,1,2008,8.37,0.181,Spain
7,1,1998,23.644,0.18,Spain
8,1,2002,22.05,0.18,Spain
12,1,2003,7.269,0.18,Spain
12,1,2004,6.823,0.18,Spain
7,1,1998,23.644,0.18,Spain
8,1,2002,22.05,0.18,Spain
12,1,2003,7.269,0.18,Spain
12,1,2004,6.823,0.18,Spain
4,1,1987,13.309,0.179,Spain
2,1,1970,7.343,0.179,Spain
2,1,1996,6.525,0.179,Spain
2,1,1970,7.343,0.179,Spain
4,1,1987,13.309,0.179,Spain
2,1,1996,6.525,0.179,Spain
3,1,2001,12.581,0.178,Spain
3,1,2001,12.581,0.178,Spain
2,1,1982,8.151,0.177,Spain
12,1,1990,5.439,0.177,Spain
9,1,1991,21.249,0.177,Spain
11,1,1993,8.996,0.177,Spain
4,1,2001,12.695,0.177,Spain
5,1,2009,17.458,0.177,Spain
2,1,1982,8.151,0.177,Spain
12,1,1990,5.439,0.177,Spain
9,1,1991,21.249,0.177,Spain
11,1,1993,8.996,0.177,Spain
4,1,2001,12.695,0.177,Spain
5,1,2009,17.458,0.177,Spain
12,1,1997,7.814,0.176,Spain
5,1,2010,15.374,0.176,Spain
12,1,1997,7.814,0.176,Spain
5,1,2010,15.374,0.176,Spain
9,1,1979,19.481,0.175,Spain
10,1,1980,14.441,0.175,Spain
10,1,1988,15.619,0.175,Spain
9,1,1972,16.75,0.175,Spain
9,1,1972,16.75,0.175,Spain
9,1,1979,19.481,0.175,Spain
10,1,1980,14.441,0.175,Spain
10,1,1988,15.619,0.175,Spain
11,1,1980,9.148,0.174,Spain
8,1,1983,21.684,0.174,Spain
8,1,1991,24.9,0.174,Spain
6,1,1993,19.913,0.174,Spain
5,1,1995,17.489,0.174,Spain
2,1,1998,9.662,0.174,Spain
11,1,1980,9.148,0.174,Spain
8,1,1983,21.684,0.174,Spain
8,1,1991,24.9,0.174,Spain
6,1,1993,19.913,0.174,Spain
5,1,1995,17.489,0.174,Spain
2,1,1998,9.662,0.174,Spain
1,1,1975,7.275,0.173,Spain
3,1,1971,6.762,0.173,Spain
3,1,1971,6.762,0.173,Spain
1,1,1975,7.275,0.173,Spain
11,1,1984,10.638,0.172,Spain
11,1,1986,9.907,0.172,Spain
10,1,1993,12.294,0.172,Spain
11,1,1984,10.638,0.172,Spain
11,1,1986,9.907,0.172,Spain
10,1,1993,12.294,0.172,Spain
2,1,2010,7.153,0.171,Spain
11,1,2010,9.237,0.171,Spain
2,1,2010,7.153,0.171,Spain
11,1,2010,9.237,0.171,Spain
5,1,1977,13.874,0.17,Spain
9,1,1987,22.294,0.17,Spain
3,1,1988,10.284,0.17,Spain
4,1,1997,14.363,0.17,Spain
2,1,2003,6.76,0.17,Spain
6,1,2005,22.747,0.17,Spain
5,1,1977,13.874,0.17,Spain
9,1,1987,22.294,0.17,Spain
3,1,1988,10.284,0.17,Spain
4,1,1997,14.363,0.17,Spain
2,1,2003,6.76,0.17,Spain
6,1,2005,22.747,0.17,Spain
2,1,1984,6.408,0.169,Spain
4,1,1990,10.954,0.169,Spain
12,1,1971,6.651,0.169,Spain
8,1,2005,23.561,0.169,Spain
12,1,1971,6.651,0.169,Spain
2,1,1984,6.408,0.169,Spain
4,1,1990,10.954,0.169,Spain
8,1,2005,23.561,0.169,Spain
10,1,1974,11.477,0.168,Spain
10,1,1974,11.477,0.168,Spain
9,1,2027,18.639,0.168,Spain
7,1,1986,23.438,0.167,Spain
12,1,1988,6.084,0.167,Spain
5,1,1999,17.351,0.167,Spain
11,1,1999,8.257,0.167,Spain
9,1,2005,19.614,0.167,Spain
7,1,2013,24.543,0.167,Spain
7,1,1986,23.438,0.167,Spain
12,1,1988,6.084,0.167,Spain
5,1,1999,17.351,0.167,Spain
11,1,1999,8.257,0.167,Spain
9,1,2005,19.614,0.167,Spain
7,1,2013,24.543,0.167,Spain
5,1,1994,16.153,0.165,Spain
5,1,1994,16.153,0.165,Spain
10,1,1987,14.142,0.164,Spain
10,1,1998,14.187,0.164,Spain
10,1,1987,14.142,0.164,Spain
10,1,1998,14.187,0.164,Spain
9,1,1984,19.039,0.163,Spain
11,1,1971,7.642,0.163,Spain
11,1,1971,7.642,0.163,Spain
9,1,1984,19.039,0.163,Spain
2,1,1980,8.526,0.162,Spain
11,1,2004,9.074,0.162,Spain
2,1,1980,8.526,0.162,Spain
11,1,2004,9.074,0.162,Spain
12,1,1999,6.956,0.16,Spain
12,1,1999,6.956,0.16,Spain
9,1,1978,20.976,0.159,Spain
10,1,1986,15.631,0.159,Spain
4,1,1988,12.088,0.159,Spain
9,1,1978,20.976,0.159,Spain
10,1,1986,15.631,0.159,Spain
4,1,1988,12.088,0.159,Spain
11,1,1973,10.018,0.158,Spain
12,1,1975,5.11,0.158,Spain
5,1,1984,11.695,0.158,Spain
11,1,1973,10.018,0.158,Spain
12,1,1975,5.11,0.158,Spain
5,1,1984,11.695,0.158,Spain
12,1,1979,7.335,0.157,Spain
5,1,1980,13.931,0.157,Spain
12,1,1979,7.335,0.157,Spain
5,1,1980,13.931,0.157,Spain
3,1,1987,10.648,0.156,Spain
3,1,1987,10.648,0.156,Spain
12,1,2005,5.951,0.155,Spain
12,1,2005,5.951,0.155,Spain
9,1,1977,19.81,0.154,Spain
11,1,1979,9.283,0.154,Spain
9,1,1994,18.053,0.154,Spain
6,1,1995,20.118,0.154,Spain
9,1,1977,19.81,0.154,Spain
11,1,1979,9.283,0.154,Spain
9,1,1994,18.053,0.154,Spain
6,1,1995,20.118,0.154,Spain
8,1,1986,22.337,0.153,Spain
8,1,1986,22.337,0.153,Spain
9,1,1973,19.476,0.152,Spain
9,1,2010,20.161,0.152,Spain
9,1,1973,19.476,0.152,Spain
9,1,2010,20.161,0.152,Spain
8,1,1982,22.446,0.151,Spain
8,1,1982,22.446,0.151,Spain
3,1,1975,7.815,0.15,Spain
4,1,1976,10.241,0.15,Spain
11,1,2005,9.157,0.15,Spain
3,1,1975,7.815,0.15,Spain
4,1,1976,10.241,0.15,Spain
11,1,2005,9.157,0.15,Spain
11,1,1988,10.801,0.149,Spain
5,1,2007,16.247,0.149,Spain
11,1,1988,10.801,0.149,Spain
5,1,2007,16.247,0.149,Spain
2,1,1985,9.302,0.148,Spain
2,1,1985,9.302,0.148,Spain
5,1,1992,17.529,0.147,Spain
10,1,1996,14.502,0.147,Spain
5,1,1992,17.529,0.147,Spain
10,1,1996,14.502,0.147,Spain
8,1,2001,23.97,0.146,Spain
8,1,2001,23.97,0.146,Spain
2,1,1988,7.518,0.145,Spain
11,1,1998,9.982,0.145,Spain
4,1,2010,13.535,0.145,Spain
2,1,1988,7.518,0.145,Spain
11,1,1998,9.982,0.145,Spain
4,1,2010,13.535,0.145,Spain
5,1,1988,15.264,0.144,Spain
5,1,1988,15.264,0.144,Spain
4,1,1994,11.172,0.143,Spain
3,1,1999,10.387,0.143,Spain
10,1,2007,14.84,0.143,Spain
4,1,1994,11.172,0.143,Spain
3,1,1999,10.387,0.143,Spain
10,1,2007,14.84,0.143,Spain
11,1,1975,9.285,0.142,Spain
1,1,1984,6.413,0.142,Spain
6,1,1991,20.403,0.142,Spain
11,1,1975,9.285,0.142,Spain
1,1,1984,6.413,0.142,Spain
6,1,1991,20.403,0.142,Spain
4,1,1984,13.51,0.141,Spain
4,1,1984,13.51,0.141,Spain
4,1,1993,11.507,0.14,Spain
4,1,1993,11.507,0.14,Spain
4,1,2008,12.99,0.139,Spain
4,1,2008,12.99,0.139,Spain
12,1,1973,5.634,0.138,Spain
9,1,1983,21.377,0.138,Spain
12,1,1973,5.634,0.138,Spain
9,1,1983,21.377,0.138,Spain
11,1,1983,12.462,0.137,Spain
11,1,1983,12.462,0.137,Spain
8,1,1998,24.132,0.136,Spain
11,1,2003,10.803,0.136,Spain
8,1,1998,24.132,0.136,Spain
11,1,2003,10.803,0.136,Spain
12,1,1980,5.313,0.135,Spain
4,1,1982,12.21,0.135,Spain
12,1,1980,5.313,0.135,Spain
4,1,1982,12.21,0.135,Spain
4,1,1980,11.196,0.134,Spain
9,1,1988,20.137,0.134,Spain
4,1,1980,11.196,0.134,Spain
9,1,1988,20.137,0.134,Spain
10,1,1979,13.95,0.133,Spain
10,1,1979,13.95,0.133,Spain
11,1,1972,10.479,0.132,Spain
11,1,1972,10.479,0.132,Spain
9,1,2004,20.886,0.13,Spain
9,1,2004,20.886,0.13,Spain
11,1,1985,9.209,0.128,Spain
11,1,1985,9.209,0.128,Spain
3,1,1996,9.894,0.126,Spain
10,1,2009,16.844,0.126,Spain
3,1,1996,9.894,0.126,Spain
10,1,2009,16.844,0.126,Spain
12,1,1981,8.489,0.125,Spain
12,1,1981,8.489,0.125,Spain
11,1,1996,10.312,0.124,Spain
11,1,1996,10.312,0.124,Spain
6,1,1973,19.203,0.123,Spain
9,1,1970,21.073,0.123,Spain
9,1,1970,21.073,0.123,Spain
6,1,1973,19.203,0.123,Spain
3,1,2012,10.979,0.122,Spain
3,1,2012,10.979,0.122,Spain
5,1,2001,16.184,0.116,Spain
5,1,2001,16.184,0.116,Spain
11,1,1977,9.564,0.114,Spain
12,1,1970,3.996,0.114,Spain
12,1,1970,3.996,0.114,Spain
11,1,1977,9.564,0.114,Spain
4,1,1974,10.249,0.113,Spain
3,1,1993,10.001,0.113,Spain
4,1,1974,10.249,0.113,Spain
3,1,1993,10.001,0.113,Spain
10,1,1992,12.829,0.112,Spain
10,1,1992,12.829,0.112,Spain
11,1,1976,7.964,0.109,Spain
11,1,1976,7.964,0.109,Spain
10,1,1971,16.344,0.106,Spain
10,1,1971,16.344,0.106,Spain
3,1,1972,9.069,0.104,Spain
3,1,1972,9.069,0.104,Spain
11,1,2006,12.423,0.103,Spain
11,1,2006,12.423,0.103,Spain
4,1,2011,15.336,0.098,Spain
4,1,2011,15.336,0.098,Spain
1,1,1982,8.223,0.095,Spain
1,1,1982,8.223,0.095,Spain
4,1,1975,11.133,0.089,Spain
4,1,1975,11.133,0.089,Spain
10,1,1982,13.732,0.086,Spain
10,1,1982,13.732,0.086,Spain
10,1,2010,14.294,0.076,Spain
10,1,2010,14.294,0.076,Spain
2,1,2003,22.802,2.732,Sudan
8,1,2001,29.061,2.709,Sudan
1,1,2003,21.584,2.493,Sudan
9,1,2001,29.559,2.272,Sudan
10,1,2011,27.603,2.27,Sudan
10,1,2011,27.603,2.27,Sudan
8,1,2004,28.777,2.247,Sudan
1,1,2002,21.798,2.232,Sudan
8,1,2002,29.23,2.216,Sudan
4,1,2012,29.007,2.206,Sudan
4,1,2012,29.007,2.206,Sudan
1,1,2012,22.653,2.154,Sudan
1,1,2012,22.653,2.154,Sudan
7,1,2001,29.852,1.998,Sudan
2,1,2001,24.944,1.966,Sudan
5,1,2000,30.257,1.945,Sudan
7,1,2012,28.684,1.852,Sudan
7,1,2012,28.684,1.852,Sudan
12,1,2002,21.718,1.851,Sudan
2,1,2002,24.71,1.834,Sudan
1,1,2000,22.081,1.788,Sudan
3,1,2003,24.548,1.783,Sudan
7,1,2000,28.414,1.708,Sudan
6,1,2006,29.828,1.708,Sudan
11,1,2003,24.571,1.684,Sudan
10,1,2000,27.185,1.663,Sudan
12,1,2003,23.35,1.607,Sudan
7,1,2003,29.105,1.514,Sudan
12,1,2011,24.02,1.512,Sudan
12,1,2011,24.02,1.512,Sudan
9,1,2002,28.464,1.491,Sudan
1,1,2016,20.806,1.478,Sudan
4,1,2008,29.241,1.442,Sudan
5,1,2001,30.608,1.434,Sudan
10,1,2003,27.607,1.421,Sudan
6,1,2012,31.555,1.412,Sudan
6,1,2012,31.555,1.412,Sudan
4,1,2013,27.899,1.341,Sudan
4,1,2013,27.899,1.341,Sudan
3,1,2028,27.344,1.329,Sudan
7,1,2004,28.639,1.314,Sudan
6,1,2002,30.278,1.312,Sudan
5,1,2002,30.854,1.287,Sudan
7,1,2006,28.397,1.284,Sudan
4,1,2006,27.463,1.279,Sudan
2,1,2006,24.08,1.273,Sudan
6,1,2001,30.286,1.263,Sudan
6,1,2004,29.47,1.226,Sudan
3,1,2016,26.431,1.201,Sudan
10,1,2006,27.415,1.189,Sudan
3,1,2018,26.264,1.185,Sudan
11,1,2001,25.904,1.183,Sudan
6,1,2010,30.117,1.18,Sudan
3,1,2014,26.746,1.175,Sudan
1,1,1994,23.945,1.169,Sudan
1,1,1994,23.945,1.169,Sudan
10,1,2001,28.654,1.153,Sudan
5,1,2003,30.176,1.151,Sudan
9,1,2006,27.977,1.145,Sudan
5,1,2012,31.32,1.138,Sudan
5,1,2012,31.32,1.138,Sudan
6,1,2000,29.858,1.131,Sudan
4,1,2000,29.422,1.106,Sudan
8,1,2000,28.756,1.104,Sudan
3,1,2000,27.168,1.102,Sudan
12,1,2011,22.139,1.098,Sudan
10,1,2007,27.773,1.084,Sudan
1,1,2020,22.093,1.081,Sudan
6,1,2022,30.202,1.073,Sudan
10,1,2002,27.151,1.071,Sudan
9,1,2000,28.326,1.069,Sudan
3,1,2024,27.65,1.069,Sudan
11,1,2007,24.372,1.068,Sudan
9,1,2012,28.457,1.067,Sudan
11,1,2000,25.265,1.065,Sudan
3,1,2017,25.509,1.065,Sudan
8,1,2003,29.149,1.063,Sudan
